TILEMAP
320 32 							-- Size of tile map in tiles
16 16							-- Tile size & block size
images/Water+.png 	-- Tilesheet
12 14 								-- Number of tiles in tilesheet
72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,75,76,77,76,76,77,76,76,76,76,76,78,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,87,24,24,24,24,24,24,24,24,24,24,24,24,24,24,134,24,24,24,24,24,24,24,134,24,24,24,24,24,24,24,24,24,24,24,24,134,24,24,24,24,24,24,24,24,24,24,24,134,24,24,24,24,24,24,24,24,134,24,24,24,24,24,134,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,134,24,24,24,24,24,24,24,24,24,24,24,134,24,24,24,24,24,24,134,24,24,24,24,24,24,24,134,24,24,24,24,24,24,24,24,24,24,24,24,134,24,24,24,24,24,24,24,24,24,24,24,134,24,24,24,24,24,24,24,24,134,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24
72,72,72,72,72,72,72,72,72,72,72,72,72,72,75,76,77,76,76,77,76,76,76,76,76,77,76,76,77,78,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,75,76,77,76,76,77,76,77,76,76,76,76,78,72,72,72,72,87,24,24,24,24,24,24,24,24,24,24,90,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,75,76,77,76,76,77,76,76,76,76,76,77,76,76,77,78,72,72,72,72,72,72,72,72,72,72,72,72,72,75,76,77,76,76,77,76,76,76,76,99,24,24,24,24,24,24,24,24,24,24,24,24,24,24,134,24,24,24,24,24,24,24,134,24,24,24,24,24,24,24,24,24,24,24,24,134,24,24,24,24,24,24,24,92,24,24,24,134,24,24,24,24,24,24,24,24,134,24,24,24,24,24,149,91,24,24,24,24,24,24,24,24,24,92,24,24,24,24,24,24,134,24,24,24,24,24,24,24,135,121,121,121,147,24,24,24,24,24,24,134,24,24,24,24,24,24,24,134,24,24,24,24,24,24,24,24,24,24,24,24,134,24,24,24,24,24,24,24,92,24,24,24,134,24,24,24,24,24,24,24,24,134,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24
76,76,77,76,77,76,76,76,76,78,72,72,72,72,87,24,24,24,24,24,24,24,24,24,24,24,24,24,24,102,76,76,76,77,76,77,78,72,72,72,72,72,75,76,77,76,76,77,76,77,77,78,72,72,72,72,87,24,24,24,24,24,24,24,24,24,24,24,102,77,77,77,76,99,24,24,24,24,24,24,24,24,24,92,90,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,75,76,77,76,77,76,76,76,76,78,72,72,72,72,87,24,24,24,24,24,24,24,24,24,24,24,24,24,24,102,76,77,76,77,76,76,76,76,78,72,72,72,72,87,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,134,24,24,24,24,24,24,24,134,24,24,24,24,24,24,24,24,24,24,24,24,134,24,24,24,24,24,24,24,24,24,24,24,134,24,24,24,24,92,24,24,24,134,24,24,24,24,24,134,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,135,121,136,137,24,24,24,24,24,24,134,24,24,24,24,24,24,24,92,24,24,134,24,24,24,24,24,24,24,134,24,24,24,24,24,24,24,24,24,24,24,24,134,24,24,24,24,24,24,24,24,24,24,24,134,24,24,24,24,92,24,24,24,134,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24
24,24,24,24,24,24,24,24,24,102,77,77,77,76,99,24,24,24,24,24,24,24,24,24,92,24,24,24,24,24,24,24,24,24,24,24,90,72,72,75,76,77,99,24,24,24,24,24,24,24,24,102,77,77,77,76,99,24,24,24,24,24,24,91,24,24,24,24,24,24,24,24,91,24,24,24,24,24,93,24,24,24,24,24,102,78,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,87,24,24,24,24,24,24,24,24,102,77,77,77,76,99,24,24,24,24,24,24,24,24,24,92,24,24,24,24,24,24,24,24,24,24,24,24,24,102,77,77,77,76,99,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,134,24,24,24,24,24,24,24,134,24,24,24,24,24,24,24,92,24,24,24,24,134,24,24,24,91,24,24,24,24,24,24,24,149,91,24,24,24,24,24,132,133,134,135,136,24,24,24,145,121,133,24,135,121,144,121,121,122,121,122,133,24,24,24,134,24,149,24,24,24,92,24,24,24,149,91,24,24,24,24,24,24,24,24,24,134,24,24,24,24,24,24,24,134,24,24,24,24,24,24,24,92,24,24,24,24,134,24,24,24,91,24,24,24,24,24,24,24,149,91,24,24,24,24,24,132,133,134,135,136,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24
24,24,24,24,91,24,24,24,24,24,24,24,24,91,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,91,24,24,24,24,24,24,90,72,72,87,24,24,24,24,24,24,91,24,24,24,24,24,24,24,24,91,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,90,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,75,99,24,24,24,91,24,24,24,24,24,24,24,24,91,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,91,24,24,24,24,24,24,24,24,91,24,24,24,24,24,24,24,24,24,24,24,24,24,24,93,24,24,24,24,135,121,121,121,121,133,134,135,136,121,121,121,121,121,136,137,24,91,24,24,24,24,24,24,24,24,24,134,24,24,24,24,24,24,24,24,24,24,24,134,24,24,24,24,24,24,135,146,136,147,24,24,24,24,24,24,134,24,134,24,91,24,24,134,24,134,148,24,135,121,147,24,134,24,24,24,24,24,24,24,134,24,24,24,24,135,121,121,121,121,133,134,135,136,121,121,121,121,121,136,137,24,91,24,24,24,24,24,24,24,24,24,134,24,24,24,24,24,24,24,24,24,24,24,134,24,24,24,24,24,24,135,146,136,147,24,24,24,24,24,24,24,24,24,92,24,24,24,24,24,24
24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,92,24,24,24,24,24,93,24,24,24,24,24,24,24,24,24,102,76,77,99,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,102,76,77,76,77,76,77,78,72,72,72,72,72,72,72,72,72,72,72,72,72,87,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,92,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,93,24,24,24,24,24,24,24,24,24,24,24,24,24,134,24,24,24,24,134,134,134,134,24,24,24,24,24,134,24,24,24,24,24,24,24,24,24,24,24,24,149,91,24,24,24,24,24,24,24,24,24,24,134,24,24,24,24,24,24,134,24,134,24,24,24,92,24,24,24,134,24,134,24,24,24,24,134,24,134,24,24,145,121,133,24,134,24,24,24,24,24,24,135,147,24,24,24,24,134,24,24,24,24,134,134,134,134,24,24,24,24,24,134,24,24,24,24,24,24,24,24,24,24,24,24,149,91,24,24,24,24,24,24,24,24,24,24,134,24,24,24,24,24,24,134,24,134,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24
24,24,24,24,24,93,24,24,24,24,24,24,24,24,24,93,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,94,102,76,77,78,72,72,72,72,72,72,72,72,72,75,99,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,134,24,24,24,24,145,147,145,146,121,133,24,24,24,134,24,24,24,24,24,24,24,24,24,24,24,24,134,24,24,132,121,121,121,144,121,121,121,121,136,121,121,121,133,24,24,134,24,149,91,24,24,24,24,24,24,145,121,146,144,133,24,24,145,121,136,121,121,136,121,146,121,146,121,121,144,121,122,121,147,24,24,24,24,24,134,24,24,24,24,145,147,145,146,121,133,24,24,24,134,24,24,24,24,24,24,24,24,24,24,24,24,134,24,24,132,121,121,121,144,121,121,121,121,136,121,121,121,133,24,24,134,24,149,91,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24
24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,93,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,93,24,24,24,24,24,24,24,24,24,92,24,24,24,24,24,24,24,24,24,24,24,92,24,24,24,24,93,24,24,24,24,24,24,24,24,24,24,92,24,24,24,102,76,76,77,76,76,77,76,76,77,99,24,24,24,92,24,24,24,24,24,24,24,24,24,24,24,91,24,24,24,93,24,24,24,24,24,24,24,24,24,24,24,24,24,24,93,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,92,24,24,24,24,24,24,24,24,24,24,134,24,24,24,24,24,24,24,24,24,134,24,24,24,134,24,24,24,24,24,24,24,24,24,24,24,24,134,24,24,24,24,24,24,91,24,24,24,24,134,24,24,24,134,24,24,134,24,134,24,24,24,24,24,24,24,24,24,24,24,134,24,24,24,24,134,24,24,149,91,24,24,24,24,24,91,24,134,24,24,24,24,24,24,24,134,24,24,24,24,24,24,24,24,24,134,24,24,24,134,24,24,24,24,24,24,24,24,24,24,24,24,134,24,24,24,24,24,24,91,24,24,24,24,134,24,24,24,134,24,24,134,24,134,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24
24,24,24,24,24,24,24,24,24,24,92,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,92,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,148,24,24,24,24,24,24,24,24,24,145,146,121,121,136,121,121,121,133,24,24,24,24,24,24,24,24,134,24,24,24,24,24,24,24,24,24,24,24,134,24,93,24,145,121,144,147,24,149,91,24,24,24,24,24,24,24,24,24,24,149,91,24,24,24,134,24,24,134,24,24,24,24,24,24,24,24,149,91,24,24,24,24,24,24,148,24,24,24,24,24,24,24,24,24,145,146,121,121,136,121,121,121,133,24,24,24,24,24,24,24,24,134,24,24,24,24,24,24,24,24,24,24,24,134,24,93,24,145,121,144,147,24,149,91,92,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24
24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,91,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,93,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,134,24,24,24,134,24,24,24,24,24,24,24,24,134,24,24,24,24,24,24,24,24,24,24,24,134,24,24,24,24,24,135,121,136,146,125,24,24,24,24,24,24,24,24,24,24,134,24,24,24,135,146,121,144,147,24,24,24,24,24,24,24,24,134,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,134,24,24,24,134,24,24,24,24,24,24,24,24,134,24,24,24,24,24,24,24,24,24,24,24,134,24,24,24,24,24,135,121,136,146,125,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24
24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,91,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,92,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,92,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,93,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,134,24,24,24,145,121,121,146,125,24,24,24,24,134,135,136,121,121,133,24,91,24,24,135,121,146,144,121,136,121,121,147,24,148,24,24,24,24,92,24,24,24,24,24,24,24,145,133,24,24,134,24,135,121,121,121,121,121,144,121,121,136,121,147,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,134,24,24,24,145,121,121,146,125,24,24,24,24,134,135,136,121,121,133,24,91,24,24,135,121,146,144,121,136,121,121,147,24,148,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24
24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,148,24,24,24,24,24,24,24,24,24,24,24,24,134,134,134,24,24,134,24,24,24,24,134,24,24,91,135,147,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,134,24,24,134,24,134,24,24,24,24,24,91,24,24,134,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,148,24,24,24,24,24,24,24,24,24,24,24,24,134,134,134,24,24,134,24,24,24,24,134,24,24,91,135,147,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24
