TILEMAP
160 16 							-- Size of tile map in tiles
30 30							-- Tile size & block size
images/Water+.png 	-- Tilesheet
12 14 								-- Number of tiles in tilesheet
72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,75,76,77,76,76,77,76,76,76,76,76,78,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72
72,72,72,72,72,72,72,72,72,72,72,72,72,72,75,76,77,76,76,77,76,76,76,76,76,77,76,76,77,78,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,75,76,77,76,76,77,76,77,76,76,76,76,78,72,72,72,72,87,24,24,24,24,24,24,24,24,24,24,90,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,75,76,77,76,76,77,76,76,76,76,76,77,76,76,77,78,72,72,72,72,72,72,72,72,72,72,72,72,72,75,76,77,76,76,77,76,76,76,76
76,76,77,76,77,76,76,76,76,78,72,72,72,72,87,24,24,24,24,24,24,24,24,24,24,24,24,24,24,102,76,76,76,77,76,77,78,72,72,72,72,72,75,76,77,76,76,77,76,77,77,78,72,72,72,72,87,24,24,24,24,24,24,24,24,24,24,24,102,77,77,77,76,99,24,24,24,24,24,24,24,24,24,92,90,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,75,76,77,76,77,76,76,76,76,78,72,72,72,72,87,24,24,24,24,24,24,24,24,24,24,24,24,24,24,102,76,77,76,77,76,76,76,76,78,72,72,72,72,87,24,24,24,24,24,24,24,24,24
24,24,24,24,24,24,24,24,24,102,77,77,77,76,99,24,24,24,24,24,24,24,24,24,92,24,24,24,24,24,24,24,24,24,24,24,90,72,72,75,76,77,99,24,24,24,24,24,24,24,24,102,77,77,77,76,99,24,24,24,24,24,24,91,24,24,24,24,24,24,24,24,91,24,24,24,24,24,93,24,24,24,24,24,102,78,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,87,24,24,24,24,24,24,24,24,102,77,77,77,76,99,24,24,24,24,24,24,24,24,24,92,24,24,24,24,24,24,24,24,24,24,24,24,24,102,77,77,77,76,99,24,24,24,24,24,24,24,24,24
24,24,24,24,91,24,24,24,24,24,24,24,24,91,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,91,24,24,24,24,24,24,90,72,72,87,24,24,24,24,24,24,91,24,24,24,24,24,24,24,24,91,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,90,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,75,99,24,24,24,91,24,24,24,24,24,24,24,24,91,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,91,24,24,24,24,24,24,24,24,91,24,24,24,24,24,24,24,24,24,24
24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,92,24,24,24,24,24,93,24,24,24,24,24,24,24,24,24,102,76,77,99,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,102,76,77,76,77,76,77,78,72,72,72,72,72,72,72,72,72,72,72,72,72,87,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,92,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,93,24,24,24,24
24,24,24,24,24,93,24,24,24,24,24,24,24,24,24,93,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,94,102,76,77,78,72,72,72,72,72,72,72,72,72,75,99,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24
24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,93,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,93,24,24,24,24,24,24,24,24,24,92,24,24,24,24,24,24,24,24,24,24,24,92,24,24,24,24,93,24,24,24,24,24,24,24,24,24,24,92,24,24,24,102,76,76,77,76,76,77,76,76,77,99,24,24,24,92,24,24,24,24,24,24,24,24,24,24,24,91,24,24,24,93,24,24,24,24,24,24,24,24,24,24,24,24,24,24,93,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,92,24
24,24,24,24,24,24,24,24,24,24,92,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,92,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,92,24,24,24,24,24,24,24,24,24,24,24,92,24,24,24,24,24,24,91,24,24,24,24,24,24,24
24,24,24,24,24,24,24,24,24,24,24,24,24,92,24,24,24,24,24,24,24,24,24,91,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,91,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,93,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24
